% degree N
5
% number of nodes
216
% node coordinates
-1.000000000000000E+00 -1.000000000000000E+00 -1.000000000000000E+00
-7.650553239294648E-01 -1.000000000000000E+00 -1.000000000000000E+00
-2.852315164806452E-01 -1.000000000000000E+00 -1.000000000000000E+00
2.852315164806452E-01 -1.000000000000000E+00 -1.000000000000000E+00
7.650553239294646E-01 -1.000000000000000E+00 -1.000000000000000E+00
1.000000000000000E+00 -1.000000000000000E+00 -1.000000000000000E+00
-1.000000000000000E+00 -7.650553239294648E-01 -1.000000000000000E+00
-7.650553239294648E-01 -7.650553239294648E-01 -1.000000000000000E+00
-2.852315164806452E-01 -7.650553239294648E-01 -1.000000000000000E+00
2.852315164806452E-01 -7.650553239294648E-01 -1.000000000000000E+00
7.650553239294646E-01 -7.650553239294648E-01 -1.000000000000000E+00
1.000000000000000E+00 -7.650553239294648E-01 -1.000000000000000E+00
-1.000000000000000E+00 -2.852315164806452E-01 -1.000000000000000E+00
-7.650553239294648E-01 -2.852315164806452E-01 -1.000000000000000E+00
-2.852315164806452E-01 -2.852315164806452E-01 -1.000000000000000E+00
2.852315164806452E-01 -2.852315164806452E-01 -1.000000000000000E+00
7.650553239294646E-01 -2.852315164806452E-01 -1.000000000000000E+00
1.000000000000000E+00 -2.852315164806452E-01 -1.000000000000000E+00
-1.000000000000000E+00 2.852315164806452E-01 -1.000000000000000E+00
-7.650553239294648E-01 2.852315164806452E-01 -1.000000000000000E+00
-2.852315164806452E-01 2.852315164806452E-01 -1.000000000000000E+00
2.852315164806452E-01 2.852315164806452E-01 -1.000000000000000E+00
7.650553239294646E-01 2.852315164806452E-01 -1.000000000000000E+00
1.000000000000000E+00 2.852315164806452E-01 -1.000000000000000E+00
-1.000000000000000E+00 7.650553239294646E-01 -1.000000000000000E+00
-7.650553239294648E-01 7.650553239294646E-01 -1.000000000000000E+00
-2.852315164806452E-01 7.650553239294646E-01 -1.000000000000000E+00
2.852315164806452E-01 7.650553239294646E-01 -1.000000000000000E+00
7.650553239294646E-01 7.650553239294646E-01 -1.000000000000000E+00
1.000000000000000E+00 7.650553239294646E-01 -1.000000000000000E+00
-1.000000000000000E+00 1.000000000000000E+00 -1.000000000000000E+00
-7.650553239294648E-01 1.000000000000000E+00 -1.000000000000000E+00
-2.852315164806452E-01 1.000000000000000E+00 -1.000000000000000E+00
2.852315164806452E-01 1.000000000000000E+00 -1.000000000000000E+00
7.650553239294646E-01 1.000000000000000E+00 -1.000000000000000E+00
1.000000000000000E+00 1.000000000000000E+00 -1.000000000000000E+00
